player_name,primary_position,primary_competition,sub_group,fm_role,total_events,role_fit_score,role_fit_rank,pass_completion_rate_adj,pressure_pass_rate_adj,broad_position,avg_carry_dist_adj,avg_pass_length_adj,progressive_pass_rate_adj,duel_win_rate_adj,duel_per_100_adj,under_pressure_rate_adj,switch_rate_adj,cross_rate_adj,final_third_rate_adj,dribble_success_rate_adj,carry_per_100_adj,shot_assist_rate_adj,shot_per_100_adj,avg_xg_per_shot_adj,dribble_per_100_adj,shot_on_target_rate_adj
Henoc Inonga Baka,Left Center Back,African Cup of Nations,,,358,50.2,219,0.830272980981783,,Defender,,25.12681227656182,0.3811381780711596,,,,,,,,,,,,,
Gemma Bonner,Left Center Back,FA Women's Super League,,,4580,50.2,219,0.914895578404078,,Defender,,22.114498600229,0.3561246604386531,,,,,,,,,,,,,
Dušan Veškovac,Right Center Back,Ligue 1,,,896,50.2,219,0.861604990133479,,Defender,,23.356502141830507,0.3889090947404359,,,,,,,,,,,,,
Éder Gabriel Militão,Right Center Back,FIFA World Cup,,,949,50.1,223,0.8469747791355027,,Defender,,22.89062310140465,0.4176936508568442,,,,,,,,,,,,,
Vlad Iulian Chiricheș,Left Center Back,Serie A,,,920,50.1,223,0.9246334131176822,,Defender,,19.59035916611285,0.4085965898197443,,,,,,,,,,,,,
Milos Veljkovic,Right Center Back,UEFA Euro,,,956,49.9,225,0.8377236233353278,,Defender,,23.01409718414816,0.4239577028366353,,,,,,,,,,,,,
Viktoria Schnaderbeck,Left Center Back,FA Women's Super League,,,2320,49.8,226,0.942270263889,,Defender,,21.31119272817213,0.3393806082568423,,,,,,,,,,,,,
Anga Dedryck Boyata,Center Back,FIFA World Cup,,,685,49.6,227,0.9122314402825747,,Defender,,21.77938060712496,0.3614690535363565,,,,,,,,,,,,,
Marlon Santos da Silva Barbosa,Right Center Back,La Liga,,,321,49.5,228,0.9597531443743004,,Defender,,20.889544930630848,0.3264498215549951,,,,,,,,,,,,,
Stefan de Vrij,Right Center Back,UEFA Euro,,,1309,49.5,228,0.8540497701551276,,Defender,,22.790218294014505,0.4060545528601426,,,,,,,,,,,,,
Per Mertesacker,Right Center Back,Premier League,,,2115,49.5,228,0.9021906541435598,,Defender,,20.22289247021448,0.4137953733709494,,,,,,,,,,,,,
Mohamed Abdel Monem,Left Center Back,African Cup of Nations,,,529,49.4,231,0.8977683525765993,,Defender,,22.93703052320733,0.3476373405502215,,,,,,,,,,,,,
Georgia Brougham,Right Center Back,FA Women's Super League,,,2607,49.4,231,0.8392031473370126,,Defender,,23.053580396378635,0.4160056445753228,,,,,,,,,,,,,
Uroš Ćosić,Right Center Back,Serie A,,,984,49.4,231,0.8250611291142605,,Defender,,22.299195773727984,0.4522521358704999,,,,,,,,,,,,,
Kléper Laveran Lima Ferreira,Right Center Back,La Liga,,,4967,49.4,231,0.8654504261289563,,Defender,,22.4615891499041,0.399460871740558,,,,,,,,,,,,,
Joachim Andersen,Right Center Back,UEFA Euro,,,1075,49.2,235,0.7826968015147451,,Defender,,24.560865408428096,0.4440385809417768,,,,,,,,,,,,,
Dayotchanculle Upamecano,Right Center Back,UEFA Euro,,,1610,49.1,236,0.8390277041704755,,Defender,,24.06995798585083,0.3870839240167837,,,,,,,,,,,,,
Mykola Matviyenko,Left Center Back,UEFA Euro,,,704,49.1,236,0.8621588538919304,,Defender,,22.12560867011373,0.4094634196352281,,,,,,,,,,,,,
Anouk Dekker,Right Center Back,Women's World Cup,,,219,49.1,236,0.8339969763367899,,Defender,,24.070057493772865,0.3930506579427823,,,,,,,,,,,,,
Clément Lenglet,Left Center Back,La Liga,,,9662,49.1,236,0.9260458737636538,,Defender,,20.279758597463537,0.3794646908533336,,,,,,,,,,,,,
Jakub Piotr Kiwior,Left Center Back,FIFA World Cup,,,626,49.0,240,0.7968468248979594,,Defender,,24.093863000897844,0.4365606286279316,,,,,,,,,,,,,
Konstantinos Manolas,Right Center Back,Serie A,,,3072,48.9,241,0.864371249517775,,Defender,,21.628512210754103,0.4177093438106236,,,,,,,,,,,,,
Simone Boye-Sørensen,Left Center Back,Women's World Cup,,,511,48.9,241,0.8415961657565851,,Defender,,23.5007351168824,0.3963569719359563,,,,,,,,,,,,,
Carlos Augusto Zambrano Ochandarte,Right Center Back,1. Bundesliga,,,1821,48.9,241,0.838401998457852,,Defender,,23.140181691919505,0.4101638395246147,,,,,,,,,,,,,
Roel Brouwers,Right Center Back,1. Bundesliga,,,331,48.7,244,0.9445632905346372,,Defender,,21.63528436201304,0.3172387212473838,,,,,,,,,,,,,
Kevin Danso,Right Center Back,UEFA Euro,,,451,48.6,245,0.8280202665827907,,Defender,,22.350215574936605,0.4399686317983839,,,,,,,,,,,,,
Mohamed Simakan,Right Center Back,1. Bundesliga,,,245,48.6,245,0.9086529616010524,,Defender,,21.939765212731665,0.3525624170361958,,,,,,,,,,,,,
Min Jae Kim,Right Center Back,FIFA World Cup,,,663,48.5,247,0.8548025677852091,,Defender,,21.80096096570993,0.4208247663167268,,,,,,,,,,,,,
Ibrahima Konaté,Left Center Back,FIFA World Cup,,,439,48.5,247,0.8673596454107799,,Defender,,23.055712041957225,0.3727954464416968,,,,,,,,,,,,,
Niklas Moisander,Left Center Back,Serie A,,,1511,48.5,247,0.8504873830457288,,Defender,,22.737706861077967,0.4022107519936583,,,,,,,,,,,,,
Eric García Martret,Right Center Back,UEFA Euro,,,533,48.5,247,0.9004815598432643,,Defender,,23.34944691023943,0.3249299250588575,,,,,,,,,,,,,
Sergio Postigo Redondo,Right Center Back,La Liga,,,262,48.4,251,0.8428700274911836,,Defender,,22.629633487692534,0.4133004709056445,,,,,,,,,,,,,
Ermin Bičakčić,Left Center Back,1. Bundesliga,,,1323,48.4,251,0.8396913132942387,,Defender,,22.69130460493658,0.4155673129970281,,,,,,,,,,,,,
Henrique Adriano Buss,Left Center Back,La Liga,,,217,48.4,251,0.8729762848701682,,Defender,,22.5061937754139,0.3796523008938381,,,,,,,,,,,,,
John Stones,Right Center Back,Premier League,,,6587,48.3,254,0.917121831281926,,Defender,,21.262348699958263,0.3567913782611385,,,,,,,,,,,,,
Domagoj Vida,Left Center Back,FIFA World Cup,,,834,48.2,255,0.8124815966302922,,Defender,,21.87111779125119,0.467361128940627,,,,,,,,,,,,,
Nico Schlotterbeck,Left Center Back,FIFA World Cup,,,575,48.2,255,0.8433310155539292,,Defender,,22.763580118555545,0.4066723165310306,,,,,,,,,,,,,
Nicolas Alexis Julio N'Koulou Ndoubena,Right Center Back,Ligue 1,,,3289,48.0,257,0.8693044312279248,,Defender,,23.85468952493936,0.3453603740409289,,,,,,,,,,,,,
Montassar Omar Talbi,Left Center Back,African Cup of Nations,,,595,47.9,258,0.8328774668256365,,Defender,,21.819748793607417,0.4411332755095711,,,,,,,,,,,,,
Aymen Abdennour,Left Center Back,La Liga,,,1661,47.9,258,0.8267528476090418,,Defender,,23.108452047387573,0.4155968687406713,,,,,,,,,,,,,
Mathieu Bodmer,Right Center Back,Ligue 1,,,1655,47.8,260,0.833242865171158,,Defender,,21.285933163879346,0.4534153632349358,,,,,,,,,,,,,
Jean-Clair Todibo,Right Center Back,Ligue 1,,,331,47.8,260,0.907223251470804,,Defender,,21.626489142053863,0.3546223112897728,,,,,,,,,,,,,
Bakari Nondo Mwamnyeto,Right Center Back,African Cup of Nations,,,344,47.7,262,0.8004984398268103,,Defender,,24.86645807314635,0.3993307451848026,,,,,,,,,,,,,
António João Pereira Albuquerque Tavares Silva,Right Center Back,UEFA Euro,,,235,47.6,263,0.8672474328591373,,Defender,,21.061234857164035,0.415703734582667,,,,,,,,,,,,,
Milan Škriniar,Left Center Back,UEFA Euro,,,974,47.5,264,0.8515547921664965,,Defender,,22.570680755252056,0.3953213392002717,,,,,,,,,,,,,
Illia Zabarnyi,Right Center Back,UEFA Euro,,,965,47.3,265,0.8375086891126114,,Defender,,23.69477445945852,0.3813636691141969,,,,,,,,,,,,,
Jan Vertonghen,Left Center Back,Premier League,,,4960,47.3,265,0.8826811405912353,,Defender,,21.91587714021579,0.372725075115888,,,,,,,,,,,,,
Martín Gastón Demichelis,Right Center Back,Premier League,,,1359,47.3,265,0.8660700294801241,,Defender,,19.943377002602634,0.4436607476305079,,,,,,,,,,,,,
Slavko Damjanović,Center Back,Indian Super league,,,1049,47.2,268,0.8576852227659408,,Defender,,23.6501590226452,0.3567528610744084,,,,,,,,,,,,,
Jean-Armel Kana-Biyik,Right Center Back,Ligue 1,,,1260,47.1,269,0.8451359519253104,,Defender,,22.38276901652089,0.404060609891951,,,,,,,,,,,,,
Lorenzo Tonelli,Right Center Back,Serie A,,,2328,47.1,269,0.8412790575273109,,Defender,,20.32876041932705,0.4617231526585899,,,,,,,,,,,,,
Ervin Zukanović,Left Center Back,Serie A,,,1747,47.1,269,0.8203135243666557,,Defender,,22.84814986382254,0.4218074054257694,,,,,,,,,,,,,
Matthijs de Ligt,Center Back,UEFA Euro,,,332,47.1,269,0.8639633606095478,,Defender,,23.619055277744216,0.3494749442159456,,,,,,,,,,,,,
Santiago Vergini,Right Center Back,La Liga,,,1667,47.1,269,0.8358441515332687,,Defender,,23.802771448581595,0.378493314739265,,,,,,,,,,,,,
Yroundu Musavu-King,Left Center Back,Indian Super league,,,358,46.8,274,0.8999466554912912,,Defender,,21.29789087480106,0.3626344365436127,,,,,,,,,,,,,
Pritam Kotal,Right Center Back,Indian Super league,,,1742,46.7,275,0.8819435820440434,,Defender,,21.61236933865345,0.3754014549944732,,,,,,,,,,,,,
Wilson da Silva Piazza,Left Center Back,FIFA World Cup,,,354,46.7,275,0.8891545172056518,,Defender,,18.702506439359382,0.4416888337561367,,,,,,,,,,,,,
Stine Ballisager Pedersen,Right Center Back,UEFA Women's Euro,,,812,46.6,277,0.8172411054731015,,Defender,,24.6145094813754,0.3756131406473091,,,,,,,,,,,,,
Nicolás Hernán Otamendi,Right Center Back,Premier League,,,4797,46.6,277,0.8783115115373855,,Defender,,21.130636801692983,0.3914752313719252,,,,,,,,,,,,,
Maya Yoshida,Left Center Back,Premier League,,,1903,46.6,277,0.8226924157039864,,Defender,,22.82030927112268,0.4148907599306309,,,,,,,,,,,,,
Olivier Boscagli,Left Center Back,Ligue 1,,,948,46.6,277,0.8192854995423937,,Defender,,22.841924254692103,0.4191721243434539,,,,,,,,,,,,,
Luis Fernando Haquín Lopez,Center Back,Copa America,,,243,46.6,277,0.8184927007554134,,Defender,,23.60523654829577,0.4002165621218629,,,,,,,,,,,,,
Marcos Aoás Corrêa,Right Center Back,Ligue 1,,,10633,46.4,282,0.925393644726289,,Defender,,21.09186333887012,0.3326031459758491,,,,,,,,,,,,,
Stopilla Sunzu,Right Center Back,Ligue 1,,,1078,46.3,283,0.8193738329847807,,Defender,,23.833826799209543,0.3899926438749595,,,,,,,,,,,,,
Andreas Christensen,Right Center Back,1. Bundesliga,,,4989,46.0,284,0.9089914741767944,,Defender,,21.55548190703704,0.3370585410672035,,,,,,,,,,,,,
Rahul Bheke,Left Center Back,Indian Super league,,,1634,45.8,285,0.8468704998544437,,Defender,,21.03364218651152,0.4248670049950039,,,,,,,,,,,,,
Mohamed Fofana,Left Center Back,Ligue 1,,,686,45.7,286,0.844560842654549,,Defender,,22.27262071300812,0.3943987741431587,,,,,,,,,,,,,
Roberto Vitiello,Right Center Back,Serie A,,,508,45.4,287,0.8170877071873502,,Defender,,21.89417640564244,0.434644162448573,,,,,,,,,,,,,
Alessandro Bastoni,Right Center Back,UEFA Euro,,,759,45.4,287,0.8646903240967779,,Defender,,21.49814255961128,0.3871398826297936,,,,,,,,,,,,,
Rio Ferdinand,Right Center Back,Champions League,,,262,45.4,287,0.8723600104555032,,Defender,,22.50164000207762,0.3516216023454992,,,,,,,,,,,,,
Ludovic Lamine Sané,Right Center Back,Ligue 1,,,943,45.3,290,0.8246642486134682,,Defender,,21.63714259870279,0.4313653985622546,,,,,,,,,,,,,
Amber Tysiak,Right Center Back,UEFA Women's Euro,,,207,45.0,291,0.8730680978639705,,Defender,,20.684852643734228,0.3939951991174733,,,,,,,,,,,,,
Julian Jeanvier,Left Center Back,African Cup of Nations,,,383,44.8,292,0.8365022841798008,,Defender,,22.19810182406432,0.396792486479561,,,,,,,,,,,,,
Moise Bombito,Right Center Back,Copa America,,,515,44.8,292,0.8380452581350545,,Defender,,21.057614275208213,0.4249075948236469,,,,,,,,,,,,,
Carlos Eccehomo Cuesta Figueroa,Left Center Back,Copa America,,,451,44.7,294,0.9085958361908576,,Defender,,21.38987624063302,0.3291447219374602,,,,,,,,,,,,,
Holger Badstuber,Left Center Back,1. Bundesliga,,,834,44.6,295,0.900453796425143,,Defender,,22.0987820772914,0.3199645239731865,,,,,,,,,,,,,
Radu Drăgușin,Right Center Back,UEFA Euro,,,201,44.5,296,0.7675048331165375,,Defender,,24.79194478311856,0.4109847298636623,,,,,,,,,,,,,
Dylan Fox,Right Center Back,Indian Super league,,,484,44.5,296,0.8508686824986964,,Defender,,20.12374260894148,0.4305159524431335,,,,,,,,,,,,,
Tony Jantschke,Left Center Back,1. Bundesliga,,,1098,44.5,296,0.8331513843945596,,Defender,,20.756915028073863,0.4353561797272804,,,,,,,,,,,,,
Siyanda Xulu,Right Center Back,African Cup of Nations,,,306,44.5,296,0.8849028555005758,,Defender,,21.72038545595587,0.3476373405502215,,,,,,,,,,,,,
Kye Rowles,Left Center Back,FIFA World Cup,,,331,44.5,296,0.8224878505389851,,Defender,,22.60825183679528,0.4006631927304957,,,,,,,,,,,,,
Jason Denayer,Right Center Back,UEFA Euro,,,358,44.3,301,0.8771375427492472,,Defender,,20.219822596382592,0.3942141130930455,,,,,,,,,,,,,
Joe Rodon,Left Center Back,FIFA World Cup,,,557,44.3,301,0.8497157800470448,,Defender,,23.503859848947624,0.3422651304236386,,,,,,,,,,,,,
Andrei Girotto,Center Back,Ligue 1,,,287,44.2,303,0.9356417194497116,,Defender,,20.11091561221447,0.3252377764107325,,,,,,,,,,,,,
Andrea Costa,Left Center Back,Serie A,,,2338,44.2,303,0.8476457699069938,,Defender,,20.65188521139829,0.4183545305856114,,,,,,,,,,,,,
Philipp Lienhart,Left Center Back,UEFA Euro,,,388,44.0,305,0.8177457717295692,,Defender,,23.586564237193567,0.3762057648521392,,,,,,,,,,,,,
Cristian Gabriel Romero,Right Center Back,FIFA World Cup,,,1340,44.0,305,0.8553891113407984,,Defender,,21.61429313318288,0.3812765940621291,,,,,,,,,,,,,
Igor Zubeldia Elorza,Right Center Back,La Liga,,,502,43.9,307,0.9011184704979908,,Defender,,20.43242799485229,0.355534816485715,,,,,,,,,,,,,
Wesley Lautoa,Left Center Back,Ligue 1,,,935,43.8,308,0.8124573105510169,,Defender,,21.92570222148088,0.4244288041731888,,,,,,,,,,,,,
Yunis Abdelhamid,Left Center Back,Ligue 1,,,352,43.7,309,0.8324547925050205,,Defender,,19.67988024365857,0.456596841776009,,,,,,,,,,,,,
Robin Aime Robert Le Normand,Right Center Back,UEFA Euro,,,925,43.4,310,0.8366760042877087,,Defender,,22.148648552500543,0.384624369503302,,,,,,,,,,,,,
Ibrahim Abdallah Hamad,Left Center Back,African Cup of Nations,,,356,43.4,310,0.8078650228236455,,Defender,,24.198840949344103,0.3663448235434188,,,,,,,,,,,,,
Abdelhamid El Kaoutari,Left Center Back,Ligue 1,,,1045,43.1,312,0.7869653814446299,,Defender,,21.337710022197257,0.4633412105554746,,,,,,,,,,,,,
Medhi Amine El Mouttaqi Benatia,Right Center Back,1. Bundesliga,,,1741,43.1,312,0.8977316327440752,,Defender,,20.933122659073387,0.3388147757001505,,,,,,,,,,,,,
Jonathan Tah,Center Back,1. Bundesliga,,,6694,43.0,314,0.908548551221382,,Defender,,20.040890898053483,0.34787034242326,,,,,,,,,,,,,
El Chadaille Bitshiabu,Left Center Back,Ligue 1,,,677,42.9,315,0.9235814936973606,,Defender,,20.13154430327106,0.3268395251434665,,,,,,,,,,,,,
Clare Hunt,Right Center Back,Women's World Cup,,,638,42.7,316,0.8449519344373486,,Defender,,23.702341753326813,0.3275827808478102,,,,,,,,,,,,,
Gabriel Armando de Abreu,Right Center Back,Premier League,,,2370,42.7,316,0.8981923630704608,,Defender,,20.17184651054599,0.3547427316963008,,,,,,,,,,,,,
Frankie Musonda,Left Center Back,African Cup of Nations,,,328,42.7,316,0.8405073991459021,,Defender,,23.88435865618244,0.3284401328713385,,,,,,,,,,,,,
Chris Smalling,Right Center Back,Premier League,,,2735,42.6,319,0.841735382086344,,Defender,,23.003001878412448,0.3491622807010291,,,,,,,,,,,,,
Dylan Batubinsika,Left Center Back,African Cup of Nations,,,303,42.5,320,0.8903380120193237,,Defender,,22.020662115766672,0.3143040072168882,,,,,,,,,,,,,
Martin Hinteregger,Left Center Back,1. Bundesliga,,,1205,42.5,320,0.820805400908484,,Defender,,21.44701785178728,0.4139048484524331,,,,,,,,,,,,,
Steven Taylor,Right Center Back,Premier League,,,576,42.4,322,0.8646607467797023,,Defender,,21.6241322928904,0.354589017672702,,,,,,,,,,,,,
Fabiola Villalobos Morales,Right Center Back,Women's World Cup,,,245,42.2,323,0.7227401332710965,,Defender,,25.53317162145877,0.4247568623223444,,,,,,,,,,,,,
Presnel Kimpembe,Left Center Back,Ligue 1,,,4723,42.2,323,0.93990796716186,,Defender,,18.95731309993942,0.3305487655031034,,,,,,,,,,,,,
Kurt Happy Zouma,Right Center Back,Premier League,,,1276,42.2,323,0.8295410439728778,,Defender,,21.9743429355414,0.3869397331377542,,,,,,,,,,,,,
Johan Felipe Vásquez Ibarra,Left Center Back,Copa America,,,365,42.1,326,0.8511182260816686,,Defender,,22.844252156442945,0.336587571485573,,,,,,,,,,,,,
Stéphane Sparagna,Right Center Back,Ligue 1,,,334,42.1,326,0.8433243577224119,,Defender,,23.82873692681074,0.3207272765586177,,,,,,,,,,,,,
Lisandro Martínez,Left Center Back,Copa America,,,892,42.0,328,0.8571788321422747,,Defender,,22.073448596543955,0.3487719149199164,,,,,,,,,,,,,
Marin Pongracic,Left Center Back,UEFA Euro,,,235,42.0,328,0.8426760042877087,,Defender,,22.509712658700543,0.3546243695033019,,,,,,,,,,,,,
Romain Genevois,Right Center Back,Ligue 1,,,1299,42.0,328,0.8514496267710558,,Defender,,20.945632425651528,0.3845763633306489,,,,,,,,,,,,,
Emily Ann Sonnett,Right Center Back,NWSL,,,546,41.9,331,0.8556278893327126,,Defender,,22.055605327217062,0.3495330348052236,,,,,,,,,,,,,
Nikola Milenković,Right Center Back,FIFA World Cup,,,900,41.9,331,0.8550754488636352,,Defender,,21.96996102331076,0.3529974454631548,,,,,,,,,,,,,
José Ángel Córdoba Chambers,Center Back,Copa America,,,372,41.7,333,0.8333693083327509,,Defender,,21.13697529606776,0.3990695339675355,,,,,,,,,,,,,
Samet Akaydin,Right Center Back,UEFA Euro,,,376,41.6,334,0.8372267289253899,,Defender,,21.298215269448367,0.3887886207110314,,,,,,,,,,,,,
Christopher Wooh,Right Center Back,African Cup of Nations,,,573,41.5,335,0.8566917196261449,,Defender,,21.49352697085577,0.3595808801810576,,,,,,,,,,,,,
Sven Bender,Right Center Back,1. Bundesliga,,,2221,41.5,335,0.9111913795808622,,Defender,,20.113177612829297,0.3286622354416788,,,,,,,,,,,,,
Ronald Federico Araújo da Silva,Right Center Back,La Liga,,,2141,41.4,337,0.9206392504216968,,Defender,,21.58748666320743,0.2780577711468157,,,,,,,,,,,,,
Christoph Janker,Left Center Back,1. Bundesliga,,,263,41.4,337,0.8360948220661686,,Defender,,23.27431723860764,0.3370585410672035,,,,,,,,,,,,,
Mathilde Hauge Harviken,Left Center Back,Women's World Cup,,,634,41.3,339,0.8840580796887453,,Defender,,22.01222111198603,0.3108230043114974,,,,,,,,,,,,,
Kathrin Julia Hendrich,Right Center Back,Women's World Cup,,,1358,41.3,339,0.88509178926196,,Defender,,20.795601101971208,0.3405421545414218,,,,,,,,,,,,,
Calvin Anele Ngcongca,Right Center Back,Ligue 1,,,1218,41.2,341,0.8212508987437467,,Defender,,22.398597562081623,0.3760392128651425,,,,,,,,,,,,,
Joyner Lourenco,Right Center Back,Indian Super league,,,440,41.2,341,0.8066945467752649,,Defender,,21.384010034599136,0.4202726745942219,,,,,,,,,,,,,
John Terry,Left Center Back,Premier League,,,1567,41.1,343,0.9129815941059743,,Defender,,18.86013674718903,0.3551573462699637,,,,,,,,,,,,,
Guro Bergsvand,Left Center Back,UEFA Women's Euro,,,222,40.8,344,0.8912499160457887,,Defender,,21.10640530259786,0.3205103506326248,,,,,,,,,,,,,
Pedro Bigas Rigo,Left Center Back,La Liga,,,2573,40.8,344,0.8381856571351715,,Defender,,22.0928679797388,0.3593817528078219,,,,,,,,,,,,,
Marcus Andreas Danielsson,Left Center Back,UEFA Euro,,,275,40.7,346,0.8005181095508666,,Defender,,22.276988630890013,0.3993085800296177,,,,,,,,,,,,,
Jawad El Yamiq,Left Center Back,FIFA World Cup,,,288,40.6,347,0.8444429787441133,,Defender,,20.595065826891435,0.3888042183715213,,,,,,,,,,,,,
Carles Puyol i Saforcada,Left Center Back,La Liga,,,16984,40.6,347,0.8998876206246936,,Defender,,20.29495825226157,0.3291334484817017,,,,,,,,,,,,,
Jérémy Mathieu,Left Center Back,La Liga,,,5773,40.5,349,0.8800105911218135,,Defender,,20.409298729437324,0.3491538007987095,,,,,,,,,,,,,
Cédric Yambéré,Left Center Back,Ligue 1,,,1967,40.2,350,0.8224657227940659,,Defender,,21.94316539957813,0.377018265142538,,,,,,,,,,,,,
Gomolemo Grant Kekana,Right Center Back,African Cup of Nations,,,406,40.0,351,0.8320373584245524,,Defender,,22.3808645330085,0.352081784994666,,,,,,,,,,,,,
Ko Itakura,Right Center Back,FIFA World Cup,,,289,39.6,352,0.8591897107702571,,Defender,,21.40886378083752,0.3400297085675998,,,,,,,,,,,,,
Danilo Luís Hélio Pereira,Left Center Back,Ligue 1,,,5787,39.6,352,0.935868254725918,,Defender,,18.90480731987736,0.3120720791817919,,,,,,,,,,,,,
Marc Guehi,Left Center Back,UEFA Euro,,,837,39.5,354,0.8724508387247948,,Defender,,21.35854343684447,0.3243550538300128,,,,,,,,,,,,,
William Saliba,Left Center Back,UEFA Euro,,,982,39.5,354,0.8888605061327272,,Defender,,20.02966887469464,0.3384472477320842,,,,,,,,,,,,,
Jamaal Lascelles,Left Center Back,Premier League,,,801,39.4,356,0.8315392991836672,,Defender,,20.543306752572843,0.3939572046080928,,,,,,,,,,,,,
Armando Izzo,Right Center Back,Serie A,,,2621,39.4,356,0.7949714120680217,,Defender,,21.81663537647557,0.4055302587138401,,,,,,,,,,,,,
Javier Martínez Aginaga,Right Center Back,1. Bundesliga,,,2407,39.2,358,0.8786529008967612,,Defender,,20.93465307244162,0.3247902038184435,,,,,,,,,,,,,
David Olatukunbo Alaba,Left Center Back,1. Bundesliga,,,5448,39.1,359,0.916176205586006,,Defender,,19.729492692429947,0.3099307011214592,,,,,,,,,,,,,
