player_name,primary_position,primary_competition,sub_group,fm_role,total_events,role_fit_score,role_fit_rank,pass_completion_rate_adj,pressure_pass_rate_adj,broad_position,avg_carry_dist_adj,avg_pass_length_adj,progressive_pass_rate_adj,duel_win_rate_adj,duel_per_100_adj,under_pressure_rate_adj,switch_rate_adj,cross_rate_adj,final_third_rate_adj,dribble_success_rate_adj,carry_per_100_adj,shot_assist_rate_adj,shot_per_100_adj,avg_xg_per_shot_adj,dribble_per_100_adj,shot_on_target_rate_adj
Yacouba Sylla,Right Defensive Midfield,Ligue 1,,,1751,56.9,44,0.8153171521932712,,Midfielder,,23.28766733849889,0.3358368300118798,,,,,,,,,,,,,
Sarah Puntigam,Center Defensive Midfield,UEFA Women's Euro,,,290,56.8,46,0.6998591875689675,,Midfielder,,23.60437615837601,0.4360180769019405,,,,,,,,,,,,,
Roberto Trashorras Gayoso,Right Defensive Midfield,La Liga,,,5616,56.2,47,0.8221090982795501,,Midfielder,,22.64596832064458,0.340059758130048,,,,,,,,,,,,,
Emmanuel Justine Rabby Banda,Left Defensive Midfield,African Cup of Nations,,,290,56.2,47,0.7062678622202736,,Midfielder,,23.872649318554394,0.4180307152914224,,,,,,,,,,,,,
Philipp Bargfrede,Center Defensive Midfield,1. Bundesliga,,,946,56.2,47,0.7432833413094824,,Midfielder,,21.096678238329748,0.4538230550919915,,,,,,,,,,,,,
Mehdi Mostefa Sbaa,Center Defensive Midfield,Ligue 1,,,1657,56.2,47,0.7687604891913207,,Midfielder,,22.13324114924948,0.4036484581601643,,,,,,,,,,,,,
Xavier Torres Buigues,Right Defensive Midfield,La Liga,,,968,56.1,51,0.7787925954892233,,Midfielder,,21.6823678119709,0.4044300959975337,,,,,,,,,,,,,
Manuel Trigueros Muñoz,Right Defensive Midfield,La Liga,,,3098,56.0,52,0.8009603444197266,,Midfielder,,20.73714255448277,0.4072125550738186,,,,,,,,,,,,,
Víctor Yoshimar Yotún Flores,Left Defensive Midfield,FIFA World Cup,,,260,56.0,52,0.7701374231885577,,Midfielder,,23.7165838448081,0.3596375517048547,,,,,,,,,,,,,
Ceyhun Gülselam,Right Defensive Midfield,1. Bundesliga,,,780,55.9,54,0.7375605431063578,,Midfielder,,21.520403078546167,0.4458055859844613,,,,,,,,,,,,,
Antonio Galdeano Benítez,Right Defensive Midfield,La Liga,,,349,55.7,55,0.693442983946493,,Midfielder,,24.53755358692096,0.4088696076512518,,,,,,,,,,,,,
Marten de Roon,Center Defensive Midfield,Serie A,,,3526,55.4,56,0.7763250914893339,,Midfielder,,22.22420385358175,0.3869670094742624,,,,,,,,,,,,,
Elodie Nakkach,Right Defensive Midfield,Women's World Cup,,,207,55.2,57,0.656969050804875,,Midfielder,,23.104447083417146,0.4761623600704419,,,,,,,,,,,,,
Guilherme dos Santos Torres,Center Defensive Midfield,Serie A,,,628,55.1,58,0.7876661711310672,,Midfielder,,21.742695889473783,0.3858655812486511,,,,,,,,,,,,,
Antonio Tomás González,Right Defensive Midfield,La Liga,,,270,54.9,59,0.79141458638057,,Midfielder,,20.51214358264104,0.4119122040001362,,,,,,,,,,,,,
Nicola Rigoni,Center Defensive Midfield,Serie A,,,1810,54.9,59,0.797298598419475,,Midfielder,,19.759830727540457,0.42597739948454,,,,,,,,,,,,,
Frankie Brown,Right Defensive Midfield,FA Women's Super League,,,1397,54.8,61,0.7249285899928309,,Midfielder,,22.48040968022097,0.4243789014419763,,,,,,,,,,,,,
Ethan Ampadu,Center Defensive Midfield,FIFA World Cup,,,315,54.7,62,0.7335501216012561,,Midfielder,,22.27775621635572,0.4205899326572356,,,,,,,,,,,,,
In-Beom Hwang,Left Defensive Midfield,FIFA World Cup,,,472,54.4,63,0.7563609949384453,,Midfielder,,22.00993965137018,0.4028224369950031,,,,,,,,,,,,,
Jérôme Le Moigne,Center Defensive Midfield,Ligue 1,,,2152,54.4,63,0.792695067104563,,Midfielder,,21.53394880408477,0.3805098852542699,,,,,,,,,,,,,
Vilde Bøe Risa,Right Defensive Midfield,Women's World Cup,,,1141,54.4,63,0.8244707666593706,,Midfielder,,21.3081862849271,0.3561554966524597,,,,,,,,,,,,,
Ivan Radovanović,Center Defensive Midfield,Serie A,,,2347,54.3,66,0.7919442459973773,,Midfielder,,22.532600647678027,0.3547029109019201,,,,,,,,,,,,,
Luca Marrone,Left Defensive Midfield,Serie A,,,1503,54.1,67,0.7728210614895775,,Midfielder,,22.98405577289008,0.3596908510015227,,,,,,,,,,,,,
Valentin Rongier,Right Defensive Midfield,Ligue 1,,,1381,53.9,68,0.8365365172028376,,Midfielder,,20.670349677616564,0.3568238548255008,,,,,,,,,,,,,
Yann Bodiger,Center Defensive Midfield,Ligue 1,,,1339,53.9,68,0.742538735681947,,Midfielder,,21.0908821553545,0.4354957409826999,,,,,,,,,,,,,
Eugen Polanski,Left Defensive Midfield,1. Bundesliga,,,1765,53.8,70,0.779580660846125,,Midfielder,,20.35203402499544,0.4176685628536959,,,,,,,,,,,,,
José Antonio García Rabasco,Right Defensive Midfield,La Liga,,,2600,53.8,70,0.769833540168982,,Midfielder,,22.80904798683292,0.3646919365828244,,,,,,,,,,,,,
Alessandro Gazzi,Center Defensive Midfield,Serie A,,,1014,53.7,72,0.8385949637007266,,Midfielder,,21.546902692614264,0.3301186772238834,,,,,,,,,,,,,
Thiago Xavier Rodrigues Corrêa,Center Defensive Midfield,Ligue 1,,,832,53.6,73,0.7688245501040971,,Midfielder,,21.75404399046984,0.3904656374666592,,,,,,,,,,,,,
Jamel Saihi,Right Defensive Midfield,Ligue 1,,,765,53.5,74,0.8051486463080461,,Midfielder,,19.36174194825896,0.416702099366192,,,,,,,,,,,,,
Guillaume Gillet,Left Defensive Midfield,Ligue 1,,,1903,53.5,74,0.8350927279232764,,Midfielder,,20.31959593021781,0.363209690322496,,,,,,,,,,,,,
Dominik Kohr,Right Defensive Midfield,1. Bundesliga,,,2206,53.4,76,0.777448039409444,,Midfielder,,21.86693920542288,0.3773788945607136,,,,,,,,,,,,,
Steven Gerrard,Left Defensive Midfield,Champions League,,,423,53.4,76,0.7126455647668134,,Midfielder,,25.047699067755115,0.3584245138796537,,,,,,,,,,,,,
Asier Illarramendi Andonegi,Right Defensive Midfield,La Liga,,,4262,53.3,78,0.8008120854332414,,Midfielder,,20.50535095798624,0.3899038675090411,,,,,,,,,,,,,
Lionel Mathis,Right Defensive Midfield,Ligue 1,,,1405,53.0,79,0.7918652899589963,,Midfielder,,20.24755310281936,0.4019062816506663,,,,,,,,,,,,,
Benjamin Bourigeaud,Right Defensive Midfield,Ligue 1,,,260,52.9,80,0.805666325036627,,Midfielder,,23.55699762173828,0.3033822256798018,,,,,,,,,,,,,
Walid Mesloub,Left Defensive Midfield,Ligue 1,,,3082,52.8,81,0.7866838864673936,,Midfielder,,22.311831056520017,0.3525225587606066,,,,,,,,,,,,,
Virginia Torrecilla Reyes,Center Defensive Midfield,Women's World Cup,,,387,52.6,82,0.7526104472105763,,Midfielder,,22.448910475515888,0.3800045414379279,,,,,,,,,,,,,
Nigel de Jong,Center Defensive Midfield,Serie A,,,306,52.4,83,0.8225766570645711,,Midfielder,,20.85727876157737,0.3517862973611831,,,,,,,,,,,,,
Simão Mate,Center Defensive Midfield,La Liga,,,1915,52.2,84,0.7561301990539382,,Midfielder,,21.012126388788765,0.4091192277945121,,,,,,,,,,,,,
Manuela Giugliano,Center Defensive Midfield,Women's World Cup,,,1099,52.1,85,0.7559761430034566,,Midfielder,,23.103202648824947,0.3551339912761156,,,,,,,,,,,,,
Papa Kouly Diop,Left Defensive Midfield,La Liga,,,3186,52.0,86,0.7688549603747368,,Midfielder,,20.95927820898984,0.3973413250724735,,,,,,,,,,,,,
João Filipe Iria Santos Moutinho,Left Defensive Midfield,Ligue 1,,,3088,51.6,87,0.7870207731191605,,Midfielder,,21.56002257297682,0.3612734897013149,,,,,,,,,,,,,
Alberto Rivera Pizarro,Left Defensive Midfield,La Liga,,,442,51.5,88,0.7508973450012597,,Midfielder,,21.811171900830693,0.3877742729656535,,,,,,,,,,,,,
João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,UEFA Euro,,,543,51.4,89,0.8345867849568537,,Midfielder,,21.26775236361356,0.3219998341873168,,,,,,,,,,,,,
Rubén Pardo Gutiérrez,Left Defensive Midfield,La Liga,,,2590,51.4,89,0.766643298555095,,Midfielder,,22.66431530872126,0.3501247303900025,,,,,,,,,,,,,
Beñat Etxebarria Urkiaga,Left Defensive Midfield,La Liga,,,4488,51.3,91,0.7607809382364892,,Midfielder,,22.919994699558178,0.3487066252608434,,,,,,,,,,,,,
Henri Saivet,Right Defensive Midfield,Ligue 1,,,2127,51.3,91,0.7812722793659856,,Midfielder,,20.6617111168848,0.3864622662066508,,,,,,,,,,,,,
Étienne Didot,Center Defensive Midfield,Ligue 1,,,2117,51.2,93,0.6837051066543043,,Midfielder,,21.228190668531564,0.4638088117612888,,,,,,,,,,,,,
Francisco Manuel Rico Castro,Left Defensive Midfield,La Liga,,,1806,51.1,94,0.7683395035057538,,Midfielder,,20.62402312345509,0.3985565428812407,,,,,,,,,,,,,
Joey Veerman,Left Defensive Midfield,UEFA Euro,,,305,51.1,94,0.737492572335046,,Midfielder,,22.161682052674504,0.3879024760121777,,,,,,,,,,,,,
Teresa Abelleira Dueñas,Center Defensive Midfield,Women's World Cup,,,1130,51.1,94,0.86837197633679,,Midfielder,,21.643529401897865,0.2774256579427823,,,,,,,,,,,,,
Ibrahim Amadou,Center Defensive Midfield,Ligue 1,,,1670,51.0,97,0.8025634881571945,,Midfielder,,21.13575993313979,0.352100794345179,,,,,,,,,,,,,
Jan Kirchhoff,Center Defensive Midfield,Premier League,,,1118,50.9,98,0.6843922321749103,,Midfielder,,20.73653243090679,0.4732682461659502,,,,,,,,,,,,,
Raffaele Bianco,Left Defensive Midfield,Serie A,,,1619,50.9,98,0.7496910975160566,,Midfielder,,21.89411580286589,0.3819211862613198,,,,,,,,,,,,,
Lewis Harry Holtby,Left Defensive Midfield,1. Bundesliga,,,3393,50.8,100,0.7793445899398919,,Midfielder,,21.655811627382008,0.3585998595444552,,,,,,,,,,,,,
Pirmin Schwegler,Right Defensive Midfield,1. Bundesliga,,,1315,50.8,100,0.8129274824519919,,Midfielder,,19.65544108060494,0.3778840233462525,,,,,,,,,,,,,
Kholosa Biyana,Left Defensive Midfield,Women's World Cup,,,393,50.5,102,0.6725255567388,,Midfielder,,22.96159964243885,0.4239865875910235,,,,,,,,,,,,,
Fabian Frei,Left Defensive Midfield,1. Bundesliga,,,818,50.4,103,0.7693400496726297,,Midfielder,,21.29563931462525,0.3737692605973063,,,,,,,,,,,,,
Miguel Ángel Lozano Ayala,Right Defensive Midfield,La Liga,,,244,50.4,103,0.7469295441334817,,Midfielder,,20.27631417945309,0.4216861249866628,,,,,,,,,,,,,
Antonio Jesús Vázquez Muñoz,Right Defensive Midfield,La Liga,,,343,50.3,105,0.7147048965327565,,Midfielder,,19.053002448034988,0.482842660559566,,,,,,,,,,,,,
Lena Oberdorf,Center Defensive Midfield,Women's World Cup,,,741,50.2,106,0.7351918292779664,,Midfielder,,21.12242036277771,0.4092605509909107,,,,,,,,,,,,,
Mikel San José Domínguez,Right Defensive Midfield,La Liga,,,3264,50.1,107,0.7917121146076069,,Midfielder,,20.0113997733551,0.3833685665268375,,,,,,,,,,,,,
Ander Iturraspe Derteano,Right Defensive Midfield,La Liga,,,1572,49.8,108,0.800021669535723,,Midfielder,,20.39096253785271,0.3632631350734946,,,,,,,,,,,,,
Luis Francisco Romo Barrón,Center Defensive Midfield,Copa America,,,355,49.7,109,0.7499249461319121,,Midfielder,,20.899908767062087,0.3967749373724207,,,,,,,,,,,,,
Omar Mascarell González,Right Defensive Midfield,La Liga,,,1521,49.7,109,0.7349374195585756,,Midfielder,,22.32702563261875,0.3743012797325403,,,,,,,,,,,,,
Gary O''Neil,Right Defensive Midfield,Premier League,,,1797,49.4,111,0.7520161229635769,,Midfielder,,21.75743673715112,0.3705867114653765,,,,,,,,,,,,,
Didier Digard,Center Defensive Midfield,La Liga,,,310,49.4,111,0.7506622352833914,,Midfielder,,21.45858439332024,0.3791013367065103,,,,,,,,,,,,,
Jordy Clasie,Left Defensive Midfield,Premier League,,,1469,49.3,113,0.8038767927651483,,Midfielder,,20.412026964270268,0.3544820036691552,,,,,,,,,,,,,
Jack Colback,Left Defensive Midfield,Premier League,,,2145,49.3,113,0.8220132918914717,,Midfielder,,19.78219680102533,0.3535898256446923,,,,,,,,,,,,,
Vladlen Yurchenko,Left Defensive Midfield,1. Bundesliga,,,285,49.2,115,0.8042999502712967,,Midfielder,,21.04307792365892,0.3370585410672035,,,,,,,,,,,,,
Paolo Sammarco,Left Defensive Midfield,Serie A,,,1665,49.2,115,0.7415662869760923,,Midfielder,,20.4357760948342,0.4120208135822849,,,,,,,,,,,,,
Francisco Puñal Martínez,Right Defensive Midfield,La Liga,,,721,48.9,117,0.6915713261924823,,Midfielder,,22.29773311619903,0.4094043670095406,,,,,,,,,,,,,
Claudio Ariel Yacob,Left Defensive Midfield,Premier League,,,2061,48.6,118,0.7789120092058248,,Midfielder,,20.210153838587846,0.3771371936650934,,,,,,,,,,,,,
Danny Latza,Left Defensive Midfield,1. Bundesliga,,,2141,48.5,119,0.8084189039276769,,Midfielder,,21.78587354789443,0.3081827350677643,,,,,,,,,,,,,
Federico Santiago Valverde Dipetta,Right Defensive Midfield,Copa America,,,1278,48.5,119,0.7924558000723039,,Midfielder,,20.516969718439,0.3559208459208882,,,,,,,,,,,,,
Peter Niemeyer,Right Defensive Midfield,1. Bundesliga,,,1174,48.4,121,0.5698833474336413,,Midfielder,,21.16036508906852,0.5499556487011534,,,,,,,,,,,,,
Mirko Gori,Right Defensive Midfield,Serie A,,,1875,48.3,122,0.721052907120427,,Midfielder,,22.138449235810462,0.3804124647502532,,,,,,,,,,,,,
Mato Jajalo,Center Defensive Midfield,Serie A,,,1973,48.0,123,0.795004092371987,,Midfielder,,20.314947538536813,0.3538703876280274,,,,,,,,,,,,,
Federico Bikoro Akieme Nchama,Right Defensive Midfield,African Cup of Nations,,,275,48.0,123,0.8003423057076019,,Midfielder,,19.707707066951727,0.3646689707205379,,,,,,,,,,,,,
Sahil Tavora,Right Defensive Midfield,Indian Super league,,,546,47.6,125,0.7856914119790266,,Midfielder,,19.274570275981294,0.3864168752211812,,,,,,,,,,,,,
Charles Mariano Aránguiz Sandoval,Left Defensive Midfield,1. Bundesliga,,,407,47.4,126,0.7460352982566448,,Midfielder,,21.507966809464776,0.3653323505910131,,,,,,,,,,,,,
Aimee Palmer,Center Defensive Midfield,FA Women's Super League,,,564,47.2,127,0.6776056758832382,,Midfielder,,21.8951746753864,0.4184192145641976,,,,,,,,,,,,,
Gojko Kačar,Right Defensive Midfield,1. Bundesliga,,,988,47.2,127,0.7882561327151919,,Midfielder,,20.25255815095546,0.3553320130268759,,,,,,,,,,,,,
Ben Watson,Left Defensive Midfield,Premier League,,,2659,47.1,129,0.7424502671286545,,Midfielder,,21.58821879852909,0.3640985212390132,,,,,,,,,,,,,
Juan Antonio Rodríguez Villamuela,Right Defensive Midfield,La Liga,,,2551,47.1,129,0.7755257110302594,,Midfielder,,20.55388782026745,0.3587137149054609,,,,,,,,,,,,,
Jose Luis Martí Soler,Right Defensive Midfield,La Liga,,,496,47.0,131,0.6646279796839184,,Midfielder,,22.431408423063324,0.4151355923059833,,,,,,,,,,,,,
Hernán Darío Bernardello,Left Defensive Midfield,La Liga,,,265,46.8,132,0.6940965787177348,,Midfielder,,21.62940398389264,0.4060373636425372,,,,,,,,,,,,,
Danielle Colaprico,Right Defensive Midfield,NWSL,,,568,46.7,133,0.7735191719693227,,Midfielder,,21.117380064004458,0.3427356518486168,,,,,,,,,,,,,
Lucas Torreira Di Pascua,Center Defensive Midfield,FIFA World Cup,,,281,46.7,133,0.748078599659146,,Midfielder,,22.17236218606627,0.3400297085675998,,,,,,,,,,,,,
Andre Hoffmann,Center Defensive Midfield,1. Bundesliga,,,540,46.6,135,0.791479437450784,,Midfielder,,18.52042904609481,0.3915457205543831,,,,,,,,,,,,,
Maéva Clemaron,Left Defensive Midfield,FA Women's Super League,,,1337,46.5,136,0.8047768861549504,,Midfielder,,19.374134159290826,0.356187648941882,,,,,,,,,,,,,
Adam Gnezda Čerin,Right Defensive Midfield,UEFA Euro,,,311,46.4,137,0.7265547921664965,,Midfielder,,21.858805977827814,0.3657758846548171,,,,,,,,,,,,,
Mile Jedinak,Left Defensive Midfield,Premier League,,,1658,46.2,138,0.7549824503925451,,Midfielder,,19.778060697587915,0.3906004745702348,,,,,,,,,,,,,
Manuel Schmiedebach,Right Defensive Midfield,1. Bundesliga,,,1885,46.2,138,0.7424281553995019,,Midfielder,,20.138500555207635,0.3927252077338702,,,,,,,,,,,,,
Yury Gazinskiy,Right Defensive Midfield,FIFA World Cup,,,221,45.9,140,0.736407264458399,,Midfielder,,21.87061303587953,0.3517010437683467,,,,,,,,,,,,,
Pedro Mba Obiang Avomo,Center Defensive Midfield,Premier League,,,931,45.7,141,0.7768873237618537,,Midfielder,,19.11341519451505,0.3819313194575651,,,,,,,,,,,,,
Sehnaj Singh,Left Defensive Midfield,Indian Super league,,,440,45.6,142,0.7335557514142473,,Midfielder,,22.003762895907503,0.3484432694314834,,,,,,,,,,,,,
Aïssa Bilal Laïdouni,Left Defensive Midfield,FIFA World Cup,,,642,45.5,143,0.7859870963911721,,Midfielder,,19.06315438387673,0.3733630419009331,,,,,,,,,,,,,
Iddrisu Baba Mohammed,Right Defensive Midfield,African Cup of Nations,,,236,45.4,144,0.752592913980108,,Midfielder,,19.95106799728628,0.3809706738835549,,,,,,,,,,,,,
Alexi Peuget,Left Defensive Midfield,Ligue 1,,,720,45.0,145,0.7581432886559476,,Midfielder,,21.35172268724119,0.3371807081969132,,,,,,,,,,,,,
Dominique Bruinenberg,Left Defensive Midfield,FA Women's Super League,,,569,44.6,146,0.7103632069554944,,Midfielder,,20.30640263380224,0.4050072350683757,,,,,,,,,,,,,
Thomas Ayasse,Right Defensive Midfield,Ligue 1,,,1049,44.6,146,0.7513654773072849,,Midfielder,,20.75920740823617,0.3545153102090619,,,,,,,,,,,,,
Ádám Nagy,Center Defensive Midfield,UEFA Euro,,,301,44.6,146,0.7654916467458093,,Midfielder,,18.79535767739104,0.3914064924083298,,,,,,,,,,,,,
Isobel Mary Christiansen,Left Defensive Midfield,FA Women's Super League,,,2253,44.5,149,0.7956994297030646,,Midfielder,,20.67979780872508,0.3143518633846352,,,,,,,,,,,,,
José María Martín-Bejarano Serrano,Center Defensive Midfield,La Liga,,,797,44.2,150,0.7791004637216198,,Midfielder,,21.70906640544145,0.3012458588510324,,,,,,,,,,,,,
Christian Gentner,Left Defensive Midfield,1. Bundesliga,,,2490,44.1,151,0.7428107255619835,,Midfielder,,19.456115811511623,0.3922037897131908,,,,,,,,,,,,,
Álvaro Rubio Robles,Left Defensive Midfield,La Liga,,,311,43.8,152,0.7797741638172851,,Midfielder,,19.85503094152483,0.3438237048970866,,,,,,,,,,,,,
Emily Louise van Egmond,Center Defensive Midfield,FA Women's Super League,,,2929,43.2,153,0.7158510538190901,,Midfielder,,21.094589852378288,0.3678248347378655,,,,,,,,,,,,,
Yannick Cahuzac,Right Defensive Midfield,Ligue 1,,,2114,43.1,154,0.7890369697654066,,Midfielder,,19.16083793094843,0.346827250523731,,,,,,,,,,,,,
Sergio Álvarez Díaz,Right Defensive Midfield,La Liga,,,2326,42.8,155,0.7644982303693865,,Midfielder,,19.613906620415094,0.3560874136925873,,,,,,,,,,,,,
Marco van Ginkel,Right Defensive Midfield,Premier League,,,726,42.7,156,0.7966023292217262,,Midfielder,,18.57907270664191,0.3509992489224975,,,,,,,,,,,,,
Alejandro Bergantiños García,Right Defensive Midfield,La Liga,,,1961,42.3,157,0.7899695945907507,,Midfielder,,18.094964497173056,0.3664606440658177,,,,,,,,,,,,,
Chloe Mccarron,Right Defensive Midfield,FA Women's Super League,,,277,42.3,157,0.7848312920618773,,Midfielder,,20.655551834511456,0.3057164549265317,,,,,,,,,,,,,
Gorka Elustondo Urkola,Right Defensive Midfield,La Liga,,,582,42.2,159,0.7985207597376605,,Midfielder,,19.59516976996941,0.3194900260313698,,,,,,,,,,,,,
Eveliina Summanen,Left Defensive Midfield,UEFA Women's Euro,,,538,41.6,160,0.7161690098969214,,Midfielder,,21.9177926505833,0.3325653668138546,,,,,,,,,,,,,
Julien Cardy,Right Defensive Midfield,Ligue 1,,,446,41.5,161,0.7060634881571944,,Midfielder,,20.97079255467161,0.3655098852542698,,,,,,,,,,,,,
Tomás Pina Isla,Right Defensive Midfield,La Liga,,,1793,41.3,162,0.7791660231621792,,Midfielder,,18.06231155142157,0.3693475488277224,,,,,,,,,,,,,
Lars Bender,Right Defensive Midfield,1. Bundesliga,,,968,41.2,163,0.7819052196196854,,Midfielder,,17.491400829084697,0.3798719967246959,,,,,,,,,,,,,
Gideon Jung,Right Defensive Midfield,1. Bundesliga,,,896,40.8,164,0.7786589246302712,,Midfielder,,19.38716532399225,0.3311977352063977,,,,,,,,,,,,,
Ignacio Camacho Barnola,Right Defensive Midfield,La Liga,,,2690,40.6,165,0.7536655376698329,,Midfielder,,18.53542759772529,0.3750470861820747,,,,,,,,,,,,,
Julie Biesmans,Left Defensive Midfield,FA Women's Super League,,,1199,40.6,165,0.7608426395796078,,Midfielder,,19.487724509108904,0.3442753201747587,,,,,,,,,,,,,
Rene Krhin,Right Defensive Midfield,La Liga,,,1002,40.2,167,0.7747112359281366,,Midfielder,,18.12149406730477,0.3617899247142472,,,,,,,,,,,,,
Alexis Blin,Center Defensive Midfield,Ligue 1,,,1453,40.0,168,0.7812584567106536,,Midfielder,,18.635413389134506,0.3413589418580434,,,,,,,,,,,,,
Javad Nekounam,Left Defensive Midfield,La Liga,,,360,39.6,169,0.7772284152174469,,Midfielder,,18.744006065278164,0.3383728078950799,,,,,,,,,,,,,
Pronay Halder,Left Defensive Midfield,Indian Super league,,,619,39.5,170,0.7361530663977189,,Midfielder,,18.588354696604057,0.3810277664968548,,,,,,,,,,,,,
Thomas Delaney,Left Defensive Midfield,UEFA Euro,,,947,38.8,171,0.7259523462360188,,Midfielder,,20.12562122871883,0.3448589619486299,,,,,,,,,,,,,
Tessel Middag,Center Defensive Midfield,FA Women's Super League,,,577,38.8,171,0.7651913575283258,,Midfielder,,19.301184561686853,0.328834294533733,,,,,,,,,,,,,
Aprocious Petrus,Center Defensive Midfield,African Cup of Nations,,,217,37.4,173,0.7047279002060033,,Midfielder,,18.828646552582423,0.3862048336631692,,,,,,,,,,,,,
Souvik Chakrabarti,Right Defensive Midfield,Indian Super league,,,724,37.3,174,0.7689672740479921,,Midfielder,,18.89139442378302,0.3232272200487673,,,,,,,,,,,,,
Amy Rodgers,Center Defensive Midfield,FA Women's Super League,,,610,37.2,175,0.7440168331279949,,Midfielder,,19.345804615952776,0.334314029852178,,,,,,,,,,,,,
Lisa Fjeldstad Naalsund,Right Defensive Midfield,UEFA Women's Euro,,,238,36.8,176,0.7559557983987298,,Midfielder,,21.590042057450805,0.2621770172992915,,,,,,,,,,,,,
Lena Lattwein,Center Defensive Midfield,UEFA Women's Euro,,,216,36.8,176,0.7433160317482681,,Midfielder,,18.58906199596564,0.351019992505903,,,,,,,,,,,,,
Celso Borges Mora,Right Defensive Midfield,La Liga,,,2549,36.6,178,0.8134463261924822,,Midfielder,,17.55334719916778,0.3086941397368133,,,,,,,,,,,,,
Markel Bergara Larrañaga,Right Defensive Midfield,La Liga,,,1485,36.4,179,0.7791311348049225,,Midfielder,,18.59537069818468,0.3129928837559521,,,,,,,,,,,,,
Josefine Hasbo,Right Defensive Midfield,UEFA Women's Euro,,,243,36.2,180,0.7531546779505506,,Midfielder,,17.925487481843895,0.3534468585691327,,,,,,,,,,,,,
Karen Holmgaard,Left Defensive Midfield,Women's World Cup,,,449,36.0,181,0.7731111292293519,,Midfielder,,19.485311673570127,0.2925857819097244,,,,,,,,,,,,,
Josip Radošević,Left Defensive Midfield,La Liga,,,354,36.0,181,0.7423210918907016,,Midfielder,,19.9267816197651,0.3108101776937018,,,,,,,,,,,,,
Pablo Ganet Cómitre,Left Defensive Midfield,African Cup of Nations,,,267,35.6,183,0.7873151362023302,,Midfielder,,19.649575002702942,0.2712484516613326,,,,,,,,,,,,,
Julia Zigiotti-Olme,Left Defensive Midfield,UEFA Women's Euro,,,389,35.6,183,0.6741767453140814,,Midfielder,,19.67736390107348,0.3780306758358768,,,,,,,,,,,,,
Andrew Philip King,Right Defensive Midfield,Premier League,,,876,35.2,185,0.7691793190976105,,Midfielder,,18.017525337240887,0.3269121137507265,,,,,,,,,,,,,
Moustapha Elhadji Diallo,Right Defensive Midfield,Ligue 1,,,1396,33.5,186,0.7433968214905278,,Midfielder,,18.18324996813828,0.3321765519209365,,,,,,,,,,,,,
Alex Král,Right Defensive Midfield,UEFA Euro,,,224,31.5,187,0.652961718573423,,Midfielder,,19.741915124764404,0.3615487392512011,,,,,,,,,,,,,
Jackson Irvine,Right Defensive Midfield,FIFA World Cup,,,255,31.2,188,0.7562485342996689,,Midfielder,,16.961887135085878,0.3318597739270769,,,,,,,,,,,,,
Sandro Ranieri Guimarães Cordeiro,Left Defensive Midfield,Premier League,,,263,31.1,189,0.6697022133881702,,Midfielder,,19.21300300539804,0.3556147706190136,,,,,,,,,,,,,
Giulio Migliaccio,Center Defensive Midfield,Serie A,,,431,29.0,190,0.6450252653963884,,Midfielder,,16.931336871744275,0.4194368340175411,,,,,,,,,,,,,
Dolores Isabel Jacome Silva,Center Defensive Midfield,UEFA Women's Euro,,,279,28.5,191,0.7774134380583674,,Midfielder,,17.18546458374566,0.2826172688716185,,,,,,,,,,,,,
Nemanja Maksimović,Right Defensive Midfield,La Liga,,,231,26.8,192,0.800483280380027,,Midfielder,,16.062672534957084,0.2746871157568563,,,,,,,,,,,,,
Sofie Junge Pedersen,Left Defensive Midfield,UEFA Women's Euro,,,212,26.7,193,0.6921046169004895,,Midfielder,,18.94187751206368,0.3027753078975821,,,,,,,,,,,,,
Dagný Brynjarsdóttir,Left Defensive Midfield,FA Women's Super League,,,745,17.9,194,0.6107530321893077,,Midfielder,,17.72417156305551,0.3351335187890774,,,,,,,,,,,,,
Aníbal Cesis Godoy,Left Center Midfield,FIFA World Cup,,,239,77.1,1,0.8395818676330021,,Midfielder,,,,0.4690321599047195,,,0.0691748256238866,,,,,,,,,
Iman Basafa,Right Center Midfield,Indian Super league,,,243,76.0,2,0.8454426838840577,,Midfielder,,,,0.6402553530076596,,,0.043194273817802,,,,,,,,,
Jose María Movilla Cubero,Right Center Midfield,La Liga,,,353,75.9,3,0.8412732635993377,,Midfielder,,,,0.7040935037769669,,,0.0359955180166097,,,,,,,,,
Thaysa de Moraes Rosa Moreno,Left Center Midfield,Women's World Cup,,,521,65.9,4,0.830865896570253,,Midfielder,,,,0.5498545543349984,,,0.0362142563961838,,,,,,,,,
Paulo Assunção da Silva,Right Center Midfield,La Liga,,,487,65.6,5,0.789298598919755,,Midfielder,,,,0.6434874431709061,,,0.035622939775179,,,,,,,,,
Édgar Osvaldo Barreto Cáceres,Left Center Midfield,Serie A,,,1885,65.0,6,0.8189287249330758,,Midfielder,,,,0.6158921333028133,,,0.0292051314996518,,,,,,,,,
Erick Antonio Pulgar Farfán,Left Center Midfield,Serie A,,,894,64.8,7,0.8567517092764564,,Midfielder,,,,0.513489730900411,,,0.0307367110075866,,,,,,,,,
Desiree Rose Marie Scott,Right Center Midfield,NWSL,,,894,64.7,8,0.8975661981777063,,Midfielder,,,,0.555386788756776,,,0.013272990959299,,,,,,,,,
